question,category,sub_intent
과방 뜻이 뭐야?,기타,줄임말_과방
과방가 뭔 뜻이야?,기타,줄임말_과방
과방 무슨 뜻인지 알려줘,기타,줄임말_과방
과방이 무슨 말이야?,기타,줄임말_과방
과방 줄임말 뜻 알려줘,기타,줄임말_과방
과방가 뭘 줄인 거야?,기타,줄임말_과방
과방 뭐의 약자야?,기타,줄임말_과방
학교에서 과방 뭐야?,기타,줄임말_과방
과방 풀어서 알려줘,기타,줄임말_과방
동방이 뭐야?,기타,줄임말_동방
동방 뜻이 뭐야?,기타,줄임말_동방
동방가 뭔 뜻이야?,기타,줄임말_동방
동방 무슨 뜻인지 알려줘,기타,줄임말_동방
동방이 무슨 말이야?,기타,줄임말_동방
동방 줄임말 뜻 알려줘,기타,줄임말_동방
동방가 뭘 줄인 거야?,기타,줄임말_동방
동방 뭐의 약자야?,기타,줄임말_동방
학교에서 동방 뭐야?,기타,줄임말_동방
동방 풀어서 알려줘,기타,줄임말_동방
과사이 뭐야?,기타,줄임말_과사
과사 뜻이 뭐야?,기타,줄임말_과사
과사가 뭔 뜻이야?,기타,줄임말_과사
과사 무슨 뜻인지 알려줘,기타,줄임말_과사
과사이 무슨 말이야?,기타,줄임말_과사
과사 줄임말 뜻 알려줘,기타,줄임말_과사
과사가 뭘 줄인 거야?,기타,줄임말_과사
과사 뭐의 약자야?,기타,줄임말_과사
학교에서 과사 뭐야?,기타,줄임말_과사
과사 풀어서 알려줘,기타,줄임말_과사
학식이 뭐야?,기타,줄임말_학식
학식 뜻이 뭐야?,기타,줄임말_학식
학식가 뭔 뜻이야?,기타,줄임말_학식
학식 무슨 뜻인지 알려줘,기타,줄임말_학식
학식이 무슨 말이야?,기타,줄임말_학식
학식 줄임말 뜻 알려줘,기타,줄임말_학식
학식가 뭘 줄인 거야?,기타,줄임말_학식
학식 뭐의 약자야?,기타,줄임말_학식
학교에서 학식 뭐야?,기타,줄임말_학식
학식 풀어서 알려줘,기타,줄임말_학식
밥약이 뭐야?,기타,줄임말_밥약
밥약 뜻이 뭐야?,기타,줄임말_밥약
밥약가 뭔 뜻이야?,기타,줄임말_밥약
밥약 무슨 뜻인지 알려줘,기타,줄임말_밥약
밥약이 무슨 말이야?,기타,줄임말_밥약
밥약 줄임말 뜻 알려줘,기타,줄임말_밥약
밥약가 뭘 줄인 거야?,기타,줄임말_밥약
밥약 뭐의 약자야?,기타,줄임말_밥약
학교에서 밥약 뭐야?,기타,줄임말_밥약
밥약 풀어서 알려줘,기타,줄임말_밥약
팀플이 뭐야?,기타,줄임말_팀플
팀플 뜻이 뭐야?,기타,줄임말_팀플
팀플가 뭔 뜻이야?,기타,줄임말_팀플
팀플 무슨 뜻인지 알려줘,기타,줄임말_팀플
팀플이 무슨 말이야?,기타,줄임말_팀플
팀플 줄임말 뜻 알려줘,기타,줄임말_팀플
팀플가 뭘 줄인 거야?,기타,줄임말_팀플
팀플 뭐의 약자야?,기타,줄임말_팀플
학교에서 팀플 뭐야?,기타,줄임말_팀플
팀플 풀어서 알려줘,기타,줄임말_팀플
복전이 뭐야?,기타,줄임말_복전
복전 뜻이 뭐야?,기타,줄임말_복전
복전가 뭔 뜻이야?,기타,줄임말_복전
복전 무슨 뜻인지 알려줘,기타,줄임말_복전
복전이 무슨 말이야?,기타,줄임말_복전
복전 줄임말 뜻 알려줘,기타,줄임말_복전
복전가 뭘 줄인 거야?,기타,줄임말_복전
복전 뭐의 약자야?,기타,줄임말_복전
학교에서 복전 뭐야?,기타,줄임말_복전
복전 풀어서 알려줘,기타,줄임말_복전
중도이 뭐야?,기타,줄임말_중도
중도 뜻이 뭐야?,기타,줄임말_중도
중도가 뭔 뜻이야?,기타,줄임말_중도
중도 무슨 뜻인지 알려줘,기타,줄임말_중도
중도이 무슨 말이야?,기타,줄임말_중도
중도 줄임말 뜻 알려줘,기타,줄임말_중도
중도가 뭘 줄인 거야?,기타,줄임말_중도
중도 뭐의 약자야?,기타,줄임말_중도
학교에서 중도 뭐야?,기타,줄임말_중도
중도 풀어서 알려줘,기타,줄임말_중도
강평이 뭐야?,기타,줄임말_강평
강평 뜻이 뭐야?,기타,줄임말_강평
강평가 뭔 뜻이야?,기타,줄임말_강평
강평 무슨 뜻인지 알려줘,기타,줄임말_강평
강평이 무슨 말이야?,기타,줄임말_강평
강평 줄임말 뜻 알려줘,기타,줄임말_강평
강평가 뭘 줄인 거야?,기타,줄임말_강평
강평 뭐의 약자야?,기타,줄임말_강평
학교에서 강평 뭐야?,기타,줄임말_강평
강평 풀어서 알려줘,기타,줄임말_강평
학고이 뭐야?,기타,줄임말_학고
학고 뜻이 뭐야?,기타,줄임말_학고
학고가 뭔 뜻이야?,기타,줄임말_학고
학고 무슨 뜻인지 알려줘,기타,줄임말_학고
학고이 무슨 말이야?,기타,줄임말_학고
학고 줄임말 뜻 알려줘,기타,줄임말_학고
학고가 뭘 줄인 거야?,기타,줄임말_학고
학고 뭐의 약자야?,기타,줄임말_학고
학교에서 학고 뭐야?,기타,줄임말_학고
학고 풀어서 알려줘,기타,줄임말_학고
과잠이 뭐야?,기타,줄임말_과잠
과잠 뜻이 뭐야?,기타,줄임말_과잠
과잠가 뭔 뜻이야?,기타,줄임말_과잠
과잠 무슨 뜻인지 알려줘,기타,줄임말_과잠
과잠이 무슨 말이야?,기타,줄임말_과잠
과잠 줄임말 뜻 알려줘,기타,줄임말_과잠
과잠가 뭘 줄인 거야?,기타,줄임말_과잠
과잠 뭐의 약자야?,기타,줄임말_과잠
학교에서 과잠 뭐야?,기타,줄임말_과잠
과잠 풀어서 알려줘,기타,줄임말_과잠
과탑이 뭐야?,기타,줄임말_과탑
과탑 뜻이 뭐야?,기타,줄임말_과탑
과탑가 뭔 뜻이야?,기타,줄임말_과탑
과탑 무슨 뜻인지 알려줘,기타,줄임말_과탑
과탑이 무슨 말이야?,기타,줄임말_과탑
과탑 줄임말 뜻 알려줘,기타,줄임말_과탑
과탑가 뭘 줄인 거야?,기타,줄임말_과탑
과탑 뭐의 약자야?,기타,줄임말_과탑
학교에서 과탑 뭐야?,기타,줄임말_과탑
과탑 풀어서 알려줘,기타,줄임말_과탑
국장이 뭐야?,기타,줄임말_국장
국장 뜻이 뭐야?,기타,줄임말_국장
국장가 뭔 뜻이야?,기타,줄임말_국장
국장 무슨 뜻인지 알려줘,기타,줄임말_국장
국장이 무슨 말이야?,기타,줄임말_국장
국장 줄임말 뜻 알려줘,기타,줄임말_국장
국장가 뭘 줄인 거야?,기타,줄임말_국장
국장 뭐의 약자야?,기타,줄임말_국장
학교에서 국장 뭐야?,기타,줄임말_국장
국장 풀어서 알려줘,기타,줄임말_국장
중동이 뭐야?,기타,줄임말_중동
중동 뜻이 뭐야?,기타,줄임말_중동
중동가 뭔 뜻이야?,기타,줄임말_중동
중동 무슨 뜻인지 알려줘,기타,줄임말_중동
중동이 무슨 말이야?,기타,줄임말_중동
중동 줄임말 뜻 알려줘,기타,줄임말_중동
중동가 뭘 줄인 거야?,기타,줄임말_중동
중동 뭐의 약자야?,기타,줄임말_중동
학교에서 중동 뭐야?,기타,줄임말_중동
중동 풀어서 알려줘,기타,줄임말_중동
저 의아 22학번인데 1학년 1학기 전필 과목 리스트 알려주세요.,수강 신청,커리큘럼 조회
의료IT 22교육과정 1학년 전선 과목 전체 다 알려줘.,수강 신청,커리큘럼 조회
의아 22년도 커리큘럼에서 2학년 1학기 전공필수 뭐뭐 있어?,수강 신청,커리큘럼 조회
의료IT학과 22학번 2학년 2학기 전필 과목명 싹 다 정리해줘.,수강 신청,커리큘럼 조회
의아 22학번 3학년 1학기 전선 과목 어떤 거 열리는지 볼 수 있을까?,수강 신청,커리큘럼 조회
의료IT 22교육과정 3학년 2학기 전공 시간표 좀 짜주세요.,수강 신청,커리큘럼 조회
의아 22학번 4학년 1학기 때 캡스톤 말고 전필 또 뭐 있죠?,수강 신청,커리큘럼 조회
의료IT 22년도 기준 4학년 2학기 전선 과목 리스트 뽑아줘.,수강 신청,커리큘럼 조회
의아 22학번 복학생인데 2학년 전필 뭐 들어야 졸업 가능한가요?,수강 신청,커리큘럼 조회
의료IT학과 22학번 1학년 교필이랑 전필 뭐뭐 있나요?,수강 신청,커리큘럼 조회
빅융 22학번 1학년 1학기 전공필수 과목 리스트 줘.,수강 신청,커리큘럼 조회
빅데이터의료융합 22교육과정 1학년 전선 과목 목록 좀 알려줘.,수강 신청,커리큘럼 조회
빅융 22년도 2학년 1학기 전공기초 과목명 다 알려주세요.,수강 신청,커리큘럼 조회
빅데이터의료융합 22학번 2학년 2학기 전필 뭐뭐 들어야 돼?,수강 신청,커리큘럼 조회
빅융 22학번 3학년 1학기 전필 리스트 알려줘.,수강 신청,커리큘럼 조회
빅데이터의료융합 22년도 커리큘럼 3학년 1학기 전선 다 알려줘.,수강 신청,커리큘럼 조회
빅융 22년도 3학년 2학기 전공선택 전체 목록 좀 뽑아줘.,수강 신청,커리큘럼 조회
빅데이터의료융합 22교육과정 4학년 1학기 전공필수 알려주세요.,수강 신청,커리큘럼 조회
빅융 22학번 4학년 2학기 커리큘럼에 졸업논문 외에 무슨 과목 있어?,수강 신청,커리큘럼 조회
빅융 22학번 복학생인데 2학년 2학기 필수 과목 뭐가 있어?,수강 신청,커리큘럼 조회
의아 22교육과정에 있는 IT기획과경영 이거 몇 학점짜리야?,기타,과목 상세 정보
의료IT 22학번 헬스프로그래밍 이거 전필이야 전선이야?,기타,과목 상세 정보
의아 22년도 보건통계학 성적 평가방식이 절대평가(GRADE)야?,기타,과목 상세 정보
의료IT학과 22년도 C/S기초 실습 시간 포함되어 있어?,기타,과목 상세 정보
의아 22학번 자료구조 교과목 번호 좀 알려줘.,기타,과목 상세 정보
의료IT 22교육과정 디지털공학 몇 학년 몇 학기 과목이야?,기타,과목 상세 정보
의아 22학번 아이디어창업및응용 3학점짜리 과목인지 확인해 줄래?,기타,과목 상세 정보
의료IT 22년도 데이터통신 성적 어떻게 주는지 알려주세요.,기타,과목 상세 정보
의아 22학번 조사방법론 몇 학점 주는지 알려줘.,기타,과목 상세 정보
의료IT 22교육과정 기계학습 이론 시간 몇 시간이야?,기타,과목 상세 정보
빅융 22학번 데이터사이언스의이해 성적 평가방식이 절대평가(GRADE)야?,기타,과목 상세 정보
빅데이터의료융합 22교육과정 빅데이터기초 성적방식이 P/F인가요?,기타,과목 상세 정보
빅융 22년도 모바일컴퓨팅 무슨 학기에 열려요?,기타,과목 상세 정보
빅데이터의료융합 22학번 클라우드컴퓨팅 이거 이론만 3시간 해?,기타,과목 상세 정보
빅융 22학번 웹프로그래밍 실습 있는 과목이야?,기타,과목 상세 정보
빅데이터의료융합 22년도 논리회로 수강신청하려는데 전공선택 맞아?,기타,과목 상세 정보
빅융 22년도 탐색적데이터분석 전공 심화 과목인가요?,기타,과목 상세 정보
빅데이터의료융합 22교육과정 인공지능수학 3학점인지 확인해줘.,기타,과목 상세 정보
빅융 22학번 정밀의료 과목 1학기에 열려 2학기에 열려?,기타,과목 상세 정보
빅데이터의료융합 22년도 AI시스템활용 성적 어떻게 나와?,기타,과목 상세 정보
데이터사이언스의이해 몇 학점이야?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 과목 정보 알려줘,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 몇 학년 과목이야?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 전필이야 전선이야?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 성적 방식이 뭐야?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 P/F야 GRADE야?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 실습 있어?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 이론 몇 시간이야?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 과목코드가 뭐야?,수강 신청,과목정보_데이터사이언스의이해
데이터사이언스의이해 1학년 1학기 맞아?,수강 신청,과목정보_데이터사이언스의이해
빅데이터기초 몇 학점이야?,수강 신청,과목정보_빅데이터기초
빅데이터기초 과목 정보 알려줘,수강 신청,과목정보_빅데이터기초
빅데이터기초 몇 학년 과목이야?,수강 신청,과목정보_빅데이터기초
빅데이터기초 전필이야 전선이야?,수강 신청,과목정보_빅데이터기초
빅데이터기초 성적 방식이 뭐야?,수강 신청,과목정보_빅데이터기초
빅데이터기초 P/F야 GRADE야?,수강 신청,과목정보_빅데이터기초
빅데이터기초 실습 있어?,수강 신청,과목정보_빅데이터기초
빅데이터기초 이론 몇 시간이야?,수강 신청,과목정보_빅데이터기초
빅데이터기초 과목코드가 뭐야?,수강 신청,과목정보_빅데이터기초
빅데이터기초 1학년 1학기 맞아?,수강 신청,과목정보_빅데이터기초
인공지능개론 몇 학점이야?,수강 신청,과목정보_인공지능개론
인공지능개론 과목 정보 알려줘,수강 신청,과목정보_인공지능개론
인공지능개론 몇 학년 과목이야?,수강 신청,과목정보_인공지능개론
인공지능개론 전필이야 전선이야?,수강 신청,과목정보_인공지능개론
인공지능개론 성적 방식이 뭐야?,수강 신청,과목정보_인공지능개론
인공지능개론 P/F야 GRADE야?,수강 신청,과목정보_인공지능개론
인공지능개론 실습 있어?,수강 신청,과목정보_인공지능개론
인공지능개론 이론 몇 시간이야?,수강 신청,과목정보_인공지능개론
인공지능개론 과목코드가 뭐야?,수강 신청,과목정보_인공지능개론
인공지능개론 1학년 2학기 맞아?,수강 신청,과목정보_인공지능개론
프로그래밍기초 몇 학점이야?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 과목 정보 알려줘,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 몇 학년 과목이야?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 전필이야 전선이야?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 성적 방식이 뭐야?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 P/F야 GRADE야?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 실습 있어?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 이론 몇 시간이야?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 과목코드가 뭐야?,수강 신청,과목정보_프로그래밍기초
프로그래밍기초 1학년 2학기 맞아?,수강 신청,과목정보_프로그래밍기초
모바일컴퓨팅 몇 학점이야?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 과목 정보 알려줘,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 몇 학년 과목이야?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 전필이야 전선이야?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 성적 방식이 뭐야?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 P/F야 GRADE야?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 실습 있어?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 이론 몇 시간이야?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 과목코드가 뭐야?,수강 신청,과목정보_모바일컴퓨팅
모바일컴퓨팅 1학년 1학기 맞아?,수강 신청,과목정보_모바일컴퓨팅
의학용어 몇 학점이야?,수강 신청,과목정보_의학용어
의학용어 과목 정보 알려줘,수강 신청,과목정보_의학용어
의학용어 몇 학년 과목이야?,수강 신청,과목정보_의학용어
의학용어 전필이야 전선이야?,수강 신청,과목정보_의학용어
의학용어 성적 방식이 뭐야?,수강 신청,과목정보_의학용어
의학용어 P/F야 GRADE야?,수강 신청,과목정보_의학용어
의학용어 실습 있어?,수강 신청,과목정보_의학용어
의학용어 이론 몇 시간이야?,수강 신청,과목정보_의학용어
의학용어 과목코드가 뭐야?,수강 신청,과목정보_의학용어
의학용어 1학년 1학기 맞아?,수강 신청,과목정보_의학용어
클라우드컴퓨팅 몇 학점이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 과목 정보 알려줘,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 몇 학년 과목이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 전필이야 전선이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 성적 방식이 뭐야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 P/F야 GRADE야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 실습 있어?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 이론 몇 시간이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 과목코드가 뭐야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 1학년 2학기 맞아?,수강 신청,과목정보_클라우드컴퓨팅
웹프로그래밍 몇 학점이야?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 과목 정보 알려줘,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 몇 학년 과목이야?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 전필이야 전선이야?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 성적 방식이 뭐야?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 P/F야 GRADE야?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 실습 있어?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 이론 몇 시간이야?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 과목코드가 뭐야?,수강 신청,과목정보_웹프로그래밍
웹프로그래밍 2학년 1학기 맞아?,수강 신청,과목정보_웹프로그래밍
운영체제 몇 학점이야?,수강 신청,과목정보_운영체제
운영체제 과목 정보 알려줘,수강 신청,과목정보_운영체제
운영체제 몇 학년 과목이야?,수강 신청,과목정보_운영체제
운영체제 전필이야 전선이야?,수강 신청,과목정보_운영체제
운영체제 성적 방식이 뭐야?,수강 신청,과목정보_운영체제
운영체제 P/F야 GRADE야?,수강 신청,과목정보_운영체제
운영체제 실습 있어?,수강 신청,과목정보_운영체제
운영체제 이론 몇 시간이야?,수강 신청,과목정보_운영체제
운영체제 과목코드가 뭐야?,수강 신청,과목정보_운영체제
운영체제 2학년 1학기 맞아?,수강 신청,과목정보_운영체제
논리회로 몇 학점이야?,수강 신청,과목정보_논리회로
논리회로 과목 정보 알려줘,수강 신청,과목정보_논리회로
논리회로 몇 학년 과목이야?,수강 신청,과목정보_논리회로
논리회로 전필이야 전선이야?,수강 신청,과목정보_논리회로
논리회로 성적 방식이 뭐야?,수강 신청,과목정보_논리회로
논리회로 P/F야 GRADE야?,수강 신청,과목정보_논리회로
논리회로 실습 있어?,수강 신청,과목정보_논리회로
논리회로 이론 몇 시간이야?,수강 신청,과목정보_논리회로
논리회로 과목코드가 뭐야?,수강 신청,과목정보_논리회로
논리회로 2학년 1학기 맞아?,수강 신청,과목정보_논리회로
기계학습 몇 학점이야?,수강 신청,과목정보_기계학습
기계학습 과목 정보 알려줘,수강 신청,과목정보_기계학습
기계학습 몇 학년 과목이야?,수강 신청,과목정보_기계학습
기계학습 전필이야 전선이야?,수강 신청,과목정보_기계학습
기계학습 성적 방식이 뭐야?,수강 신청,과목정보_기계학습
기계학습 P/F야 GRADE야?,수강 신청,과목정보_기계학습
기계학습 실습 있어?,수강 신청,과목정보_기계학습
기계학습 이론 몇 시간이야?,수강 신청,과목정보_기계학습
기계학습 과목코드가 뭐야?,수강 신청,과목정보_기계학습
기계학습 2학년 2학기 맞아?,수강 신청,과목정보_기계학습
빅데이터컴퓨팅 몇 학점이야?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 과목 정보 알려줘,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 몇 학년 과목이야?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 전필이야 전선이야?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 성적 방식이 뭐야?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 P/F야 GRADE야?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 실습 있어?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 이론 몇 시간이야?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 과목코드가 뭐야?,수강 신청,과목정보_빅데이터컴퓨팅
빅데이터컴퓨팅 2학년 2학기 맞아?,수강 신청,과목정보_빅데이터컴퓨팅
탐색적데이터분석 몇 학점이야?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 과목 정보 알려줘,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 몇 학년 과목이야?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 전필이야 전선이야?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 성적 방식이 뭐야?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 P/F야 GRADE야?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 실습 있어?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 이론 몇 시간이야?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 과목코드가 뭐야?,수강 신청,과목정보_탐색적데이터분석
탐색적데이터분석 2학년 2학기 맞아?,수강 신청,과목정보_탐색적데이터분석
의료정보 몇 학점이야?,수강 신청,과목정보_의료정보
의료정보 과목 정보 알려줘,수강 신청,과목정보_의료정보
의료정보 몇 학년 과목이야?,수강 신청,과목정보_의료정보
의료정보 전필이야 전선이야?,수강 신청,과목정보_의료정보
의료정보 성적 방식이 뭐야?,수강 신청,과목정보_의료정보
의료정보 P/F야 GRADE야?,수강 신청,과목정보_의료정보
의료정보 실습 있어?,수강 신청,과목정보_의료정보
의료정보 이론 몇 시간이야?,수강 신청,과목정보_의료정보
의료정보 과목코드가 뭐야?,수강 신청,과목정보_의료정보
의료정보 2학년 1학기 맞아?,수강 신청,과목정보_의료정보
인공지능수학 몇 학점이야?,수강 신청,과목정보_인공지능수학
인공지능수학 과목 정보 알려줘,수강 신청,과목정보_인공지능수학
인공지능수학 몇 학년 과목이야?,수강 신청,과목정보_인공지능수학
인공지능수학 전필이야 전선이야?,수강 신청,과목정보_인공지능수학
인공지능수학 성적 방식이 뭐야?,수강 신청,과목정보_인공지능수학
인공지능수학 P/F야 GRADE야?,수강 신청,과목정보_인공지능수학
인공지능수학 실습 있어?,수강 신청,과목정보_인공지능수학
인공지능수학 이론 몇 시간이야?,수강 신청,과목정보_인공지능수학
인공지능수학 과목코드가 뭐야?,수강 신청,과목정보_인공지능수학
인공지능수학 2학년 1학기 맞아?,수강 신청,과목정보_인공지능수학
디지털공학 몇 학점이야?,수강 신청,과목정보_디지털공학
디지털공학 과목 정보 알려줘,수강 신청,과목정보_디지털공학
디지털공학 몇 학년 과목이야?,수강 신청,과목정보_디지털공학
디지털공학 전필이야 전선이야?,수강 신청,과목정보_디지털공학
디지털공학 성적 방식이 뭐야?,수강 신청,과목정보_디지털공학
디지털공학 P/F야 GRADE야?,수강 신청,과목정보_디지털공학
디지털공학 실습 있어?,수강 신청,과목정보_디지털공학
디지털공학 이론 몇 시간이야?,수강 신청,과목정보_디지털공학
디지털공학 과목코드가 뭐야?,수강 신청,과목정보_디지털공학
디지털공학 2학년 2학기 맞아?,수강 신청,과목정보_디지털공학
프로그래밍응용I 몇 학점이야?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 과목 정보 알려줘,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 몇 학년 과목이야?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 전필이야 전선이야?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 성적 방식이 뭐야?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I P/F야 GRADE야?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 실습 있어?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 이론 몇 시간이야?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 과목코드가 뭐야?,수강 신청,과목정보_프로그래밍응용I
프로그래밍응용I 2학년 2학기 맞아?,수강 신청,과목정보_프로그래밍응용I
자료구조 몇 학점이야?,수강 신청,과목정보_자료구조
자료구조 과목 정보 알려줘,수강 신청,과목정보_자료구조
자료구조 몇 학년 과목이야?,수강 신청,과목정보_자료구조
자료구조 전필이야 전선이야?,수강 신청,과목정보_자료구조
자료구조 성적 방식이 뭐야?,수강 신청,과목정보_자료구조
자료구조 P/F야 GRADE야?,수강 신청,과목정보_자료구조
자료구조 실습 있어?,수강 신청,과목정보_자료구조
자료구조 이론 몇 시간이야?,수강 신청,과목정보_자료구조
자료구조 과목코드가 뭐야?,수강 신청,과목정보_자료구조
자료구조 2학년 2학기 맞아?,수강 신청,과목정보_자료구조
정밀의료 몇 학점이야?,수강 신청,과목정보_정밀의료
정밀의료 과목 정보 알려줘,수강 신청,과목정보_정밀의료
정밀의료 몇 학년 과목이야?,수강 신청,과목정보_정밀의료
정밀의료 전필이야 전선이야?,수강 신청,과목정보_정밀의료
정밀의료 성적 방식이 뭐야?,수강 신청,과목정보_정밀의료
정밀의료 P/F야 GRADE야?,수강 신청,과목정보_정밀의료
정밀의료 실습 있어?,수강 신청,과목정보_정밀의료
정밀의료 이론 몇 시간이야?,수강 신청,과목정보_정밀의료
정밀의료 과목코드가 뭐야?,수강 신청,과목정보_정밀의료
정밀의료 3학년 1학기 맞아?,수강 신청,과목정보_정밀의료
창의적SW설계 몇 학점이야?,수강 신청,과목정보_창의적SW설계
창의적SW설계 과목 정보 알려줘,수강 신청,과목정보_창의적SW설계
창의적SW설계 몇 학년 과목이야?,수강 신청,과목정보_창의적SW설계
창의적SW설계 전필이야 전선이야?,수강 신청,과목정보_창의적SW설계
창의적SW설계 성적 방식이 뭐야?,수강 신청,과목정보_창의적SW설계
창의적SW설계 P/F야 GRADE야?,수강 신청,과목정보_창의적SW설계
창의적SW설계 실습 있어?,수강 신청,과목정보_창의적SW설계
창의적SW설계 이론 몇 시간이야?,수강 신청,과목정보_창의적SW설계
창의적SW설계 과목코드가 뭐야?,수강 신청,과목정보_창의적SW설계
창의적SW설계 3학년 1학기 맞아?,수강 신청,과목정보_창의적SW설계
확률과통계 몇 학점이야?,수강 신청,과목정보_확률과통계
확률과통계 과목 정보 알려줘,수강 신청,과목정보_확률과통계
확률과통계 몇 학년 과목이야?,수강 신청,과목정보_확률과통계
확률과통계 전필이야 전선이야?,수강 신청,과목정보_확률과통계
확률과통계 성적 방식이 뭐야?,수강 신청,과목정보_확률과통계
확률과통계 P/F야 GRADE야?,수강 신청,과목정보_확률과통계
확률과통계 실습 있어?,수강 신청,과목정보_확률과통계
확률과통계 이론 몇 시간이야?,수강 신청,과목정보_확률과통계
확률과통계 과목코드가 뭐야?,수강 신청,과목정보_확률과통계
확률과통계 3학년 1학기 맞아?,수강 신청,과목정보_확률과통계
의료DB설계 몇 학점이야?,수강 신청,과목정보_의료DB설계
의료DB설계 과목 정보 알려줘,수강 신청,과목정보_의료DB설계
의료DB설계 몇 학년 과목이야?,수강 신청,과목정보_의료DB설계
의료DB설계 전필이야 전선이야?,수강 신청,과목정보_의료DB설계
의료DB설계 성적 방식이 뭐야?,수강 신청,과목정보_의료DB설계
의료DB설계 P/F야 GRADE야?,수강 신청,과목정보_의료DB설계
의료DB설계 실습 있어?,수강 신청,과목정보_의료DB설계
의료DB설계 이론 몇 시간이야?,수강 신청,과목정보_의료DB설계
의료DB설계 과목코드가 뭐야?,수강 신청,과목정보_의료DB설계
의료DB설계 3학년 2학기 맞아?,수강 신청,과목정보_의료DB설계
데이터시각화 몇 학점이야?,수강 신청,과목정보_데이터시각화
데이터시각화 과목 정보 알려줘,수강 신청,과목정보_데이터시각화
데이터시각화 몇 학년 과목이야?,수강 신청,과목정보_데이터시각화
